16;0;Farmacia Rosa Maria Godia;Carrer de Llança, 11;8015;BARCELONA;BARCELONA;https://www.google.es/maps/place/Farmacia+Rosa+Maria+Godia/@41.3757099,2.1509314,15z/data=!4m5!3m4!1s0x0:0x7860dd644007d5cb!8m2!3d41.3757099!4d2.1509314;https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d11975.700785974052!2d2.1509314!3d41.3757099!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x7860dd644007d5cb!2sFarmacia+Rosa+Maria+Godia!5e0!3m2!1ses!2ses!4v1523869331588
17;0;Farmacia Maria Montserrat Boada Solsona;Carrer de Sant Medir, 12;8028;BARCELONA;BARCELONA;https://www.google.es/maps/place/Maria+Montserrat+Boada+Solsona/@41.3748098,2.13283,15z/data=!4m2!3m1!1s0x0:0x4ad137fc064aa0ef?sa=X&ved=0ahUKEwiY-vPaxKXaAhWDXBQKHWazBmAQ_BIIbTAK;https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d11975.866505909475!2d2.13283!3d41.3748098!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x4ad137fc064aa0ef!2sMaria+Montserrat+Boada+Solsona!5e0!3m2!1ses!2ses!4v1523869366986
18;0;farmacia MARGARITA TRULL BOSCH;C. CONSELL DE CENT 98;8015;BARCELONA;BARCELONA;https://www.google.es/maps/place/Farmacia/@41.3802088,2.149243,17z/data=!3m1!4b1!4m5!3m4!1s0x12a4a27d9389e5a3:0x80b5be9ef65dd13f!8m2!3d41.3802088!4d2.1514317;https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2993.7181100979974!2d2.149243015425571!3d41.38020877926479!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x12a4a27d9389e5a3%3A0x80b5be9ef65dd13f!2sFarmacia!5e0!3m2!1ses!2ses!4v1523869498904
19;0;Farmacia Josep Montero Querol;Carrer del Consell de Cent, 22;8014;BARCELONA;BARCELONA;https://www.google.es/maps/place/Farmacia+Josep+Montero+Querol/@41.3760277,2.1428186,17z/data=!3m1!4b1!4m5!3m4!1s0x12a49882005939ff:0xcd200eb0331d6ec9!8m2!3d41.3760277!4d2.1450073;https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2993.9105695090943!2d2.1428186154254507!3d41.37602767926515!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x12a49882005939ff%3A0xcd200eb0331d6ec9!2sFarmacia+Josep+Montero+Querol!5e0!3m2!1ses!2ses!4v1523869544032
20;0;Farmacia Concepció Carré;Carrer de Leiva, 3;8014;BARCELONA;BARCELONA;https://www.google.es/maps/place/Farmacia+Concepci%C3%B3+Carr%C3%A9/@41.3782583,2.1109863,13z/data=!4m8!1m2!2m1!1sfarmacia+CONCEPCI%C3%93N+CARRE+SANCHEZ!3m4!1s0x12a49883829d5455:0x8c7b64fe5fba3966!8m2!3d41.3738439!4d2.1406133;https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d47900.92630749324!2d2.1109863!3d41.3782583!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x12a49883829d5455%3A0x8c7b64fe5fba3966!2sFarmacia+Concepci%C3%B3+Carr%C3%A9!5e0!3m2!1ses!2ses!4v1523869625382
21;0;Farmacia Faura;Av. de Madrid, 222;8014;BARCELONA;BARCELONA;https://www.google.es/maps/place/Farmacia+Faura/@41.381646,2.1332233,17z/data=!3m1!4b1!4m5!3m4!1s0x12a4987d544f5ae7:0xd2318dc2a576558c!8m2!3d41.381646!4d2.135412;https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2993.6519509389896!2d2.133223315425605!3d41.38164597926464!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x12a4987d544f5ae7%3A0xd2318dc2a576558c!2sFarmacia+Faura!5e0!3m2!1ses!2ses!4v1523869682622
22;0;Farmàcia Maré Vives;Carrer de Mejia Lequerica, 46;8028;BARCELONA;BARCELONA;https://www.google.es/maps/place/Farm%C3%A0cia+Mar%C3%A9+Vives/@41.3838884,2.1263825,15z/data=!4m5!3m4!1s0x0:0x87fc62b9b51218a3!8m2!3d41.3838884!4d2.1263825;https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d11974.194883975622!2d2.1263825!3d41.3838884!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x87fc62b9b51218a3!2zRmFybcOgY2lhIE1hcsOpIFZpdmVz!5e0!3m2!1ses!2ses!4v1523869716554
23;0;Farmàcia Niñerola;Carrer de la Riera Blanca, 11;8028;BARCELONA;BARCELONA;https://www.google.es/maps/place/Farm%C3%A0cia+Ni%C3%B1erola/@41.3769059,2.1198413,17z/data=!3m1!4b1!4m5!3m4!1s0x12a498f47465cf77:0x935d4ea7314acdb1!8m2!3d41.3769059!4d2.12203;https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2993.870146576194!2d2.1198413154254716!3d41.37690587926512!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x12a498f47465cf77%3A0x935d4ea7314acdb1!2zRmFybcOgY2lhIE5pw7Flcm9sYQ!5e0!3m2!1ses!2ses!4v1523869752116
24;0;Farmàcia i Ortopèdia Delia Pinin;Carrer Amilcar, 151;8032;BARCELONA;BARCELONA;https://www.google.es/maps/place/Farm%C3%A0cia+i+Ortop%C3%A8dia+Delia+Pinin/@41.4242775,2.1704795,17z/data=!3m1!4b1!4m5!3m4!1s0x12a4bd32489bf16d:0x4b035a853f12162e!8m2!3d41.4242775!4d2.1726682;https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2991.6886228998615!2d2.170479515426925!3d41.42427747926085!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x12a4bd32489bf16d%3A0x4b035a853f12162e!2sFarm%C3%A0cia+i+Ortop%C3%A8dia+Delia+Pinin!5e0!3m2!1ses!2ses!4v1523869785534
25;0;Farmacia Iglesias Huix;Av. del Paral·lel, 131;8015;BARCELONA;BARCELONA;https://www.google.es/maps/place/Farmacia+Iglesias+Huix/@41.374798,2.1572792,17z/data=!3m1!4b1!4m5!3m4!1s0x12a4a26418c124a9:0x7993f0c3e6475970!8m2!3d41.374798!4d2.1594679;https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2993.9671705596056!2d2.1572792154253992!3d41.37479797926535!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x12a4a26418c124a9%3A0x7993f0c3e6475970!2sFarmacia+Iglesias+Huix!5e0!3m2!1ses!2ses!4v1523869947464
26;0;Parafarmacia Marlene;Calle Cantillo, 17;29370;BENAOJAN;MALAGA;https://www.google.es/maps/place/Parafarmacia+Marlene/@36.7362945,-5.1279354,9z/data=!4m8!1m2!2m1!1sfarmacia+calle+CANTILLO+benaojan!3m4!1s0xd0d3a5b618c4be7:0x560e3470b3d842c3!8m2!3d36.718437!4d-5.253016;https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d818541.5895039395!2d-5.1279354!3d36.7362945!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd0d3a5b618c4be7%3A0x560e3470b3d842c3!2sParafarmacia+Marlene!5e0!3m2!1ses!2ses!4v1523869982944
27;0;Farmacia Guzmán Fernández;Plaza de la Verdura, 2;29490;BENARRABA;MALAGA;https://www.google.es/maps/place/Farmacia+Guzm%C3%A1n+Fern%C3%A1ndez/@36.551452,-5.2774377,17z/data=!3m1!4b1!4m5!3m4!1s0xd0d26f17617b477:0x8d3450756be42fd!8m2!3d36.551452!4d-5.275249;https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3205.110356302675!2d-5.277437684717085!3d36.55145198000049!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd0d26f17617b477%3A0x8d3450756be42fd!2sFarmacia+Guzm%C3%A1n+Fern%C3%A1ndez!5e0!3m2!1ses!2ses!4v1523870027768
28;0;Farmacia José March;Avenida de las Germanías, 37;46450;BENIFAIO;VALENCIA;https://www.google.es/maps/place/Farmacia+Jos%C3%A9+March/@39.2816388,-0.4282834,17z/data=!3m1!4b1!4m5!3m4!1s0xd61b2f6908628cf:0x286aa512fbb2e823!8m2!3d39.2816388!4d-0.4260947;https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3088.2915230449034!2d-0.4282833846382537!3d39.28163877951325!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd61b2f6908628cf%3A0x286aa512fbb2e823!2sFarmacia+Jos%C3%A9+March!5e0!3m2!1ses!2ses!4v1523870114632
29;0;Farmacia Montañés Ruiz Lorena;Zamakola Kalea, 7;48003;BILBAO;BILBAO;https://www.google.es/maps/place/Monta%C3%B1%C3%A9s+Ruiz+Lorena/@43.2507599,-2.9243714,17z/data=!3m1!4b1!4m5!3m4!1s0xd4e4e347bb46c2d:0xc0c68254e4f6d264!8m2!3d43.2507599!4d-2.9221827;https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d2906.0315832459505!2d-2.9243713845152524!3d43.25075987913716!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd4e4e347bb46c2d%3A0xc0c68254e4f6d264!2sMonta%C3%B1%C3%A9s+Ruiz+Lorena!5e0!3m2!1ses!2ses!4v1523870165160
30;0;Farmacia Marisa Pitarch Ramada;Av. Villanueva, 0;46175;CALLES;VALENCIA;https://www.google.es/maps/place/Marisa+Pitarch+Ramada/@39.7494377,-1.0321706,13z/data=!4m8!1m2!2m1!1sfarmacia+VILLANUEVA,+calles+valencia!3m4!1s0xd60bea8c26b2bc1:0xaf9110544b86a987!8m2!3d39.7263183!4d-0.9740664;https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d49081.02823669141!2d-1.0321706!3d39.7494377!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd60bea8c26b2bc1%3A0xaf9110544b86a987!2sMarisa+Pitarch+Ramada!5e0!3m2!1ses!2ses!4v1523870199892
31;0;FARMALENT;Carrer los Almendros, 24;3710;CALP;ALICANTE;https://www.google.es/maps/place/Farmalent/@39.054444,-0.7136871,9z/data=!4m8!1m2!2m1!1sfarmalent!3m4!1s0x129dfe1cb4f04417:0x55b1f2eb510103c8!8m2!3d38.6458003!4d0.0465068;https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d793160.6770370206!2d-0.7136871!3d39.054444!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x129dfe1cb4f04417%3A0x55b1f2eb510103c8!2sFarmalent!5e0!3m2!1ses!2ses!4v1523870240606
32;0;Farmacia R. P. Calatayud Ivars;Calle Conde Altea, 32;3710;CALP;ALICANTE;https://www.google.es/maps/place/Farmacia+R.+P.+Calatayud+Ivars/@38.644288,0.0371873,17z/data=!3m1!4b1!4m5!3m4!1s0x129dfe2d0f0a973f:0x9b3ec8feb31eb42d!8m2!3d38.644288!4d0.039376;https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3116.1997137775156!2d0.03718731534290995!3d38.644287979610404!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x129dfe2d0f0a973f%3A0x9b3ec8feb31eb42d!2sFarmacia+R.+P.+Calatayud+Ivars!5e0!3m2!1ses!2ses!4v1523870300870
33;0;Farmacia Barberá Ortega;Calle San Sebastian, 7;29340;CAÑETE LA REAL;MALAGA;https://www.google.es/search?tbm=lcl&q=farmacia+BARBERA+ORTEGA,+ESTHER&spell=1&sa=X&ved=0ahUKEwjrxN3cy6XaAhWEaRQKHbGLCvwQBQgLKAA&biw=1242&bih=602#rlfi=hd:;si:2598485127169176981;mv:!1m3!1d250.12862238011135!2d-5.025397700000001!3d36.953419399999994!2m3!1f0!2f0!3f0!3m2!1i822!2i482!4f13.1;https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d12753.446481715833!2d-5.0253977!3d36.9534194!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0x240fac74af0df595!2sFarmacia+Barber%C3%A1+Ortega!5e0!3m2!1ses!2ses!4v1523874459754
34;0;FARMACIA MARTA CODINA SABATER;Plaça Verdaguer, 7;8786;CAPELLADES;BARCELONA;https://www.google.es/search?biw=1242&bih=602&tbm=lcl&ei=N2DHWurzM8ioUejYk4gD&q=farmacia+MARTA++CODINA+SABATER&oq=farmacia+MARTA++CODINA+SABATER&gs_l=psy-ab.3...36341.36341.0.36536.1.1.0.0.0.0.0.0..0.0....0...1c.1.64.psy-ab..1.0.0....0.-mEtOf6NriU#rlfi=hd:;si:14398623886646993324;mv:!1m3!1d234.31333316710325!2d1.6861998999999999!3d41.5310114!2m3!1f0!2f0!3f0!3m2!1i822!2i482!4f13.1;https://www.google.com/maps/embed?pb=!1m14!1m8!1m3!1d11947.063578984926!2d1.6861999!3d41.5310114!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0x0%3A0xc7d23023420c61ac!2zRmFybcOgY2lh!5e0!3m2!1ses!2ses!4v1523874577040
35;0;Farmacia Ruedas Martín Consuegra, Mariano;Calle Carrera, 42;29690;CASARES;MALAGA;https://www.google.es/maps/place/Ruedas+Mart%C3%ADn+Consuegra,+Mariano/@36.44497,-5.2752687,17z/data=!3m1!4b1!4m5!3m4!1s0xd0cd90151f2374b:0x5953dd6259d9736f!8m2!3d36.44497!4d-5.27308;https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3209.5207351401373!2d-5.27526868472006!3d36.44496998002332!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd0cd90151f2374b%3A0x5953dd6259d9736f!2sRuedas+Mart%C3%ADn+Consuegra%2C+Mariano!5e0!3m2!1ses!2ses!4v1523870626428
36;0;PARAFARMACIA LEGNA, S.L.;Avinguda de la Constitució, 119;8860;CASTELLDEFELS;BARCELONA;https://www.google.es/maps/place/Avinguda+de+la+Constituci%C3%B3,+119,+08860+Castelldefels,+Barcelona/@41.27879,1.9759253,17z/data=!3m1!4b1!4m5!3m4!1s0x12a482ba002a4699:0x9994f29406d0cff1!8m2!3d41.27879!4d1.978114;
37;0;Farmacia ALFONSO MOLERO MARTA;Calle del Marqués de Santillana, 16;28770;COLMENAR VIEJO;MADRID;https://www.google.es/maps/place/Farmacia/@40.6594577,-3.7702947,17z/data=!3m1!4b1!4m5!3m4!1s0xd417ddea7c4eaeb:0x4a72b1240ad35409!8m2!3d40.6594577!4d-3.768106;https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3026.6584998257676!2d-3.7702946845966596!3d40.659457679337685!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd417ddea7c4eaeb%3A0x4a72b1240ad35409!2sFarmacia!5e0!3m2!1ses!2ses!4v1523870811090
38;0;Farmacia Aumente De La Plaza María Elena;Calle Unamuno, 11;28821;COSLADA;MADRID;https://www.google.es/maps/place/Aumente+De+La+Plaza+Mar%C3%ADa+Elena/@40.4237106,-3.572042,17z/data=!3m1!4b1!4m5!3m4!1s0xd42300f14aef89f:0x8f71592e16b7b891!8m2!3d40.4237106!4d-3.5698533;https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3037.329121930024!2d-3.5720419846038785!3d40.42371057936428!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd42300f14aef89f%3A0x8f71592e16b7b891!2sAumente+De+La+Plaza+Mar%C3%ADa+Elena!5e0!3m2!1ses!2ses!4v1523870847992
39;0;Farmacia MOYANO - Maria Teresa Moyano Castellano;Calle la Reja, 16;29220;CUEVAS BAJAS;MALAGA;https://www.google.es/maps/place/Farmacia+MOYANO+-+Maria+Teresa+Moyano+Castellano/@37.2360721,-4.4907911,17z/data=!3m1!4b1!4m5!3m4!1s0xd6d7ddd1bab8383:0x203e8ae1b9c8ad70!8m2!3d37.2360721!4d-4.4886024;https://www.google.com/maps/embed?pb=!1m18!1m12!1m3!1d3176.490339747747!2d-4.490791084697789!3d37.236072079861145!2m3!1f0!2f0!3f0!3m2!1i1024!2i768!4f13.1!3m3!1m2!1s0xd6d7ddd1bab8383%3A0x203e8ae1b9c8ad70!2sFarmacia+MOYANO+-+Maria+Teresa+Moyano+Castellano!5e0!3m2!1ses!2ses!4v152387087929
